=== modslut debug trace ===
categories.dat: found
conflict index: 1564 related pair(s) loaded

--- pass 1: section assignment (per mod) ---
  Convert Fallout 4 Armor into Skyrim CBBE or 3BA 3BBB Bodies TUTORIAL | cat none | T4 no rule, category, or keyword matched | stay
  KML Makeup Suite - Female Eyeliners Eyeshadows Blushes | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Stoja's Warpaints High Resolution Makeup Kit for Skyrim (Special Edition) | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Sakora's Make Over Kit - SKSE64 | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Auds Goth Girls | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  PAINTERLY - a High Res Vanilla Warpaint Retexture | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Ultra Realistic Hair Colors Replacer | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Random Physics Hair for NPCs | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Vanilla hair - Salt and Wind | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Vanilla hair remake SMP | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  ApachiiSky Hair SSE | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  SUEMR SSE-Eye Mesh Fixes | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  TRE Brows 2 - New Brow Textures | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  The Eyes of Beauty - Revamped 2k | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Kalilies Brows for High Poly Head - COTR - UBE | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Kalilies Brows | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Hvergelmir's Aesthetics - Brows | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Brows by Hvergelmir for High Poly Head - COTR - UBE | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Charmers of the Reach SV Beards SE for COtR - HQ Characters creation addon | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Natural Pubic Hairstyles | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  OPubes NG - NPC Pubes Distributor | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  High Poly Head SV Beards | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Beards by Hvergelmir for High Poly Head | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Hvergelmir's Aesthetics - Beards | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  HG Hairdos 1 and 2 - Grayscale Retextures | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Apachii Hair Shine | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  3BA Collision Bodyslides for KS Hairdos - HDT SMP (Physics) | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  KS Hairdos SMP - Vanilla Replacer | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  SMP Vanilla Hair Remake wigs for RS Children (SPID) | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Bijin Redux Patches | cat #34 "Patches" | family: follows master [Bijin Redux] | stay
  Bijin Redux | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  SUEMR SSE-Vampire Fixes | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Harmonized Race Heights | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  RaceMenu Selector of Skins - Unique Player Character | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Expressive Facegen Morphs SE | cat #5 "Body, Face, and Hair" | T2 @category rule [Body, Face, and Hair] | stay
  Goofy Dragonborn Macho Walk | cat none | T4 no rule, category, or keyword matched | stay
  Simple Pistol Shooting Animation by Loop(Include standalone pistol and crossbow) - SSE | cat #17 "Animation" | T2 @category rule [Animation] | stay
  No More Swimming In Air - Fixed Floating SwimIdle | cat #17 "Animation" | T2 @category rule [Animation] | stay
  No Spinning Death Animation SE | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Dynamic Animation Casting - NG | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Expressive Facial Animation -Male Edition- | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Expressive Facial Animation -Female Edition- | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Flex SMP | cat #17 "Animation" | T2 @category rule [Animation] | stay
  No Ugly Skinny Offset for Males | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Loving family | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Toys Packs - Love Music LoveCum | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Toys and Love | cat #17 "Animation" | T2 @category rule [Animation] | stay
  XP32 Maximum Skeleton Special Extended - Fixed Scripts | cat #17 "Animation" | T2 @category rule [Animation] | stay
  XP32 Maximum Skeleton Special Extended | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Skyrim's Paraglider | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Levitation - a Paraglider add-on Stand-Alone | cat #17 "Animation" | T2 @category rule [Animation] | stay
  SB's Mage Hover Shouts Animations - Standalone | cat #17 "Animation" | T2 @category rule [Animation] | stay
  HANABI (Fireworks) | cat #17 "Animation" | T2 @category rule [Animation] | stay
  FSMPM - The FSMP MCM | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Neutral VR Animations for VRIK and PCEA2 | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Clean up the physics outfit - Collision Reset | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Auto Skeleton Patch - Universal Behaviour Runtime | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Open Animation Replacer - RaySense | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Paired Animation Improvements | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Fores New Idles in Skyrim SE - FNIS SE | cat #17 "Animation" | T2 @category rule [Animation] | stay
  FNIS PCEA2 - Player Exclusive Animations (dynamic) SE | cat #17 "Animation" | T2 @category rule [Animation] | stay
  CBPC - Physics with Collisions | cat #17 "Animation" | T2 @category rule [Animation] | stay
  Slave Tats SE | cat none | T4 no rule, category, or keyword matched | stay
  Auds Anal AcroTats | cat none | T4 no rule, category, or keyword matched | stay
  Extended Makeup and Features | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Pocky's 4k human female makeup | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Xara's Makeup and Warpaints SE | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  [Dint999] HairPack02 SSE | cat none | T4 no rule, category, or keyword matched | stay
  [[Dint999] BDOR Hairs SSE | cat none | T4 no rule, category, or keyword matched | stay
  [Dint999] BDOR Hairs SSE | cat none | T4 no rule, category, or keyword matched | stay
  HG Hairdos SE | cat none | T4 no rule, category, or keyword matched | stay
  The Eyes Of Beauty SSE | cat none | T4 no rule, category, or keyword matched | stay
  H.U.E - Natural Eyes | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  H.U.E - Handmade Unique Eyes SE 2.0 - Standalone | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  HPH SV Beards | cat none | T4 no rule, category, or keyword matched | stay
  Pubes Forever SSE | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  KS Hairdos SMP 3BA Collision Bodyslides Low to High ESPFE | cat none | T3 keyword [ks hairdos] | stay
  KS Hairdos - HDT SMP (Physics) | cat none | T3 keyword [ks hairdos] | stay
  SC - KS Hairdos Retextured - Physics | cat none | T3 keyword [ks hairdos] | stay
  SC - KS Hairdos Retextured | cat #8 "Models and Textures" | T3 keyword [ks hairdos] | stay
  KS Hairdos SSE | cat none | T3 keyword [ks hairdos] | stay
  Books of Skyrim - RS Children Patch | cat none | T3 keyword [rs children] | stay
  Conquest of Skyrim - Botox Patch | cat none | T3 keyword [botox] | stay
  Havardr - Botox Patch | cat none | T3 keyword [botox] | stay
  Become High King of Skyrim - Botox Patch | cat none | T3 keyword [botox] | stay
  Skyfall Estate - Botox Patch | cat none | T3 keyword [botox] | stay
  The Scarlett - Botox Patch | cat none | T3 keyword [botox] | stay
  Lakeview Manor Avant Garden EX - Botox Patch | cat none | T3 keyword [botox] | stay
  Kalilies NPCs De-Standalone | cat none | T4 no rule, category, or keyword matched | stay
  Botox For Skyrim SE | cat none | T3 keyword [botox] | stay
  Sanguis Noxius - SerketHetyt's Harkon and Valerica Overhaul | cat none | T4 no rule, category, or keyword matched | stay
  Realistic RS Children Overhaul | cat none | T3 keyword [rs children] | stay
  Botox of Skyrim - Patch Hub | cat none | T3 keyword [botox] | stay
  High Fantasy Pack- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Skeletal Revenants- Mihail Monsters and Animals (SE-AE version) (''undead'') | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Sea Giants and Ice Titans- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Dragonlings- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Cliff Racers Fly So High- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Mihail Soul Cairn Drainlife Crystal - Retexture | cat #8 "Models and Textures" | T3 keyword [mihail] | stay
  Beef Unending - A Civil War Replacer | cat none | T4 no rule, category, or keyword matched | stay
  Wolves of Cyrodiil - Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Baby Mammoths - Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Mammoth Expansion - Mihail Monsters and Animals (SE-AE version) (''megafauna'') | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Trolls of Cyrodiil - Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Sewer Rats - Mihail Monsters and Animals (SE-AE version) | cat none | T3 keyword [mihail] | stay
  Realistic Skin And Hair Shaders - Giants | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Pigeons- Mihail Monsters and Animals (SE-AE version) (''bird'') | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  More Cow Variants- Mihail Monsters and Animals (SE-AE) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Mihail's Animal VR resize | cat #48 "VR" | T3 keyword [mihail] | stay
  Giant.by.Kajuan | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Frogs- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Crows and Ravens- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Cow Replacer- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Chickens and Chicks- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Mihail's Rabbit Replacers - Optimized Textures | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Optimized Meshes - Rabbit Replacer- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Rabbit Replacer- Mihail Monsters and Animals (SE-AE version) | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Roosters- Mihail Monsters and Animals (SE-AE version) (''chicken'') | cat #33 "Creatures and Mounts" | T3 keyword [mihail] | stay
  Creatures Resized for VR - SE | cat #33 "Creatures and Mounts" | T4 no rule, category, or keyword matched | stay
  Chickens and Chicks - My optimized textures SE by Xtudo | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Kanjs - Books AIO Animated (SkyPatched) | cat none | T4 no rule, category, or keyword matched | stay
  TB's Better Plaster - A 4K Retexture | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  SSE Thieves Guild Overhaul w General Stores | cat none | T4 no rule, category, or keyword matched | stay
  Kanjs - Nordic Puzzle Door Animated | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Glorious Doors of Skyrim (GDOS) | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  BURP - Spell Tomes (SkyPatched) | cat #34 "Patches" | family: follows master [BURP Spell Tomes] | stay
  BURP Spell Tomes Patches | cat #34 "Patches" | family: follows master [BURP Spell Tomes] | stay
  BURP Spell Tomes | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Iconic's Alduin's Wall Retexture (16K-8K-4K) | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Kanjs - Books All In One | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Book Covers Skyrim - SkyPatched Missing Books | cat none | T4 no rule, category, or keyword matched | stay
  Book Covers Skyrim - SkyPatched | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Book Covers Skyrim - Lost Library | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Book Covers Skyrim | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Silverstead Prebuilt Patch | cat none | T4 no rule, category, or keyword matched | stay
  Miscellaneous Blackthorn Manor Patches | cat none | T4 no rule, category, or keyword matched | stay
  Project Legacy | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  The Scarlett - A Buildable Ship (SE) | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Levelers Tower | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Skyrim - Settlement Builder | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Blackthorn - A Buildable Town in The Rift (SE) | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Dimensional Rift Home | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Snow Globe House CTD Fix | cat none | T4 no rule, category, or keyword matched | stay
  Snow Globe House AE | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Havardr | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Silverstead (SE) | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Morskom Estate Retexture | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Mörskom Estate | cat none | T4 no rule, category, or keyword matched | stay
  Tranquil Windstad | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  HS Player Homes - Severin Manor | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  HS Player Homes - Vlindrel Hall | cat none | T4 no rule, category, or keyword matched | stay
  Hjertesten Hall - Player Home and Settlement | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  HS Player Homes - Proudspire Manor | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Lakeview Manor Upgrades Enhanced Edition | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  HS Player Homes - Hjerim | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Breezehome Fully Upgraded for Group Bathing | cat none | T4 no rule, category, or keyword matched | stay
  Breezehome Fully Upgradable | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Mannequin Designs | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Unlimited Bookshelves - SkyPatcher Edition | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Unlimited Bookshelves | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  LvxMagicks - Eclipse - Airship - Flying - Alpha | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Dwemer Pocket Dimension | cat #24 "Player homes" | T2 category==separator [Player homes] | stay
  Skyrim Teleportations | cat none | T4 no rule, category, or keyword matched | stay
  Paraglider Replacers 2k-4k | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  (ESP-ESL) Dwarven Motorcycle and other Vehicles SE | cat #33 "Creatures and Mounts" | T4 no rule, category, or keyword matched | stay
  HFs - Wagon Wheel | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Carriages HD UHD Wood Texture Replacer | cat none | T4 no rule, category, or keyword matched | stay
  Carriages HD UHD | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  New Sails for Sailable Ships | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Flying Mod Beta by porroone and Flying Mod Overhaul by Indefiance (Converted for SSE) | cat none | T4 no rule, category, or keyword matched | stay
  Animated Embers | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Rally's Smithy | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Inferno - Fire Effects Redux | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  TB's Improved Smoke | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  EmbersXD Torch Edit | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Embers XD | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Collectible Dragonling Eggs - SkyPatched | cat #39 "Collectables, Treasure Hunts, and Puzzles" | family: follows master [Collectible Dragonling Eggs] | stay
  Collectible Dragonling Eggs | cat #39 "Collectables, Treasure Hunts, and Puzzles" | T2 category==separator [Collectables, Treasure Hunts, and Puzzles] | stay
  More Underwater Treasures | cat none | T4 no rule, category, or keyword matched | stay
  Iconic's Crown of Barenziah | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Willow Card Collector | cat #39 "Collectables, Treasure Hunts, and Puzzles" | T2 category==separator [Collectables, Treasure Hunts, and Puzzles] | stay
  Book Covers Skyrim - Lost Library REDUX 4K-2K | cat #39 "Collectables, Treasure Hunts, and Puzzles" | T2 category==separator [Collectables, Treasure Hunts, and Puzzles] | stay
  HP Lovecraft Books (SSE) | cat #39 "Collectables, Treasure Hunts, and Puzzles" | T2 category==separator [Collectables, Treasure Hunts, and Puzzles] | stay
  Dawnbreaker Pedestal Meridia Retexture | cat none | T4 no rule, category, or keyword matched | stay
  Statue of Kynareth | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  LeanWolf's Better-Shaped Talos with Greatsword | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Stunning Statues of Skyrim | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  JS Shrines of the Divines SE | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  RogueUnicorn - City Trees | cat none | T4 no rule, category, or keyword matched | stay
  Cities of the North Optimized Meshes | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  HS Resources | cat none | T4 no rule, category, or keyword matched | stay
  Raven Rock Bathhouse and Raven Rock Reborn Patch (ESL) | cat #37 "Locations -  New" | family: follows master [Raven Rock Bathhouse] | stay
  Raven Rock Bathhouse | cat none | T3 keyword [raven rock] | stay
  Rally's Raven Rock | cat #8 "Models and Textures" | T3 keyword [raven rock] | stay
  Rally's Solstheim - Parallax | cat #8 "Models and Textures" | T3 keyword [solstheim] | stay
  Raven Rock Architecture Retexture - 4K - Optimized | cat #8 "Models and Textures" | T3 keyword [raven rock] | stay
  Rally's Solstheim Landscapes Complex Terrain Parallax Edition 2k | cat #8 "Models and Textures" | T3 keyword [solstheim] | stay
  Winterhold Bathhouse | cat none | T3 keyword [winterhold] | stay
  College of Winterhold - Glowing Symbols | cat none | T3 keyword [winterhold] | stay
  Winterhold Restored and Enhanced | cat none | T3 keyword [winterhold] | stay
  Mrf's White Gold Winterhold - ParallaxR'd | cat #8 "Models and Textures" | T3 keyword [winterhold] | stay
  Mrf's white-gold winterhold | cat #8 "Models and Textures" | T3 keyword [winterhold] | stay
  Winterhold College Gate Glow Restored - Cut Content Restoration | cat #8 "Models and Textures" | T3 keyword [winterhold] | stay
  Windhelm Bridge Revived - Upscaled Textures | cat none | T3 keyword [windhelm] | stay
  Riton Windhelm | cat #8 "Models and Textures" | T3 keyword [windhelm] | stay
  Another Whiterun Tree Circle - Raw Wood | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Whiterun roof tiles by infinition | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Cannabis Whiterun Road test | cat none | T3 keyword [whiterun] | stay
  Dark Whiterun Walls by infinition | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  4K SMIM Whiterun Bench | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Whiterun castle carvings 4k with parallax | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Rainbow Pebble Whiterun Road -Parallax | cat none | T3 keyword [whiterun] | stay
  Whiterun Horse Statue - Market Placement and Patches | cat #34 "Patches" | family: follows master [Whiterun Horse Statue] | stay
  Whiterun Horse Statue | cat none | T3 keyword [whiterun] | stay
  2K Whiterun Stockade | cat none | T3 keyword [whiterun] | stay
  Tomato's Whiterun - Complex Parallax Material - 2K 4K | cat none | T3 keyword [whiterun] | stay
  Tomato's Whiterun | cat none | T3 keyword [whiterun] | stay
  Witcherun A Verdant Whiterun Overhaul Fixes | cat none | family: follows master [Witcherun - A Verdant Whiterun Overhaul] | stay
  Witcherun - A Verdant Whiterun Overhaul | cat none | T3 keyword [whiterun] | stay
  Whiterun Roof Repair | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Whiterun Tablecloth Replacer | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Whiterun Bench - Replacer | cat #8 "Models and Textures" | T3 keyword [whiterun] | stay
  Solitude and Temple Frescoes - mesh fix and cubemap patch | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Art's Solitude Streets | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  3D Solitude Market Trellis Expansion | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  3D Solitude Market Trellis | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Solitude Dome Paintings SSE | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  HD Textures for Solitude and Temple Frescoes | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Parallax Roofs for Solitude | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Blue Palace Roof - Parallax 8K | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Blue Palace Roof - Parallax | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Royal Wooden Floor RETEXTURE FOR Mrf's Solitude | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Mrf's Solitude | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Solitude farmhouses rework | cat #8 "Models and Textures" | T3 keyword [solitude] | stay
  Extravagant Interiors - Solitude | cat none | T3 keyword [solitude] | stay
  Riften Bathhouse and JK's Bee and Barb Patch - ESL Flagged | cat #37 "Locations -  New" | family: follows master [RIften Bathhouse] | stay
  RIften Bathhouse | cat none | T3 keyword [riften] | stay
  ALT - Riften Well | cat #8 "Models and Textures" | T3 keyword [riften] | stay
  RYFTEN DOWN - A little addition to the Riften canal | cat none | T3 keyword [riften] | stay
  FYX - Riften Canal and Round Posts | cat none | T3 keyword [riften] | stay
  Riften Towers | cat none | T3 keyword [riften] | stay
  Riften of Reverie SE - 8K - Parallax | cat #8 "Models and Textures" | T3 keyword [riften] | stay
  TB's Photorealistic Markarth Roads | cat #8 "Models and Textures" | T3 keyword [markarth] | stay
  Seifu's PBR Preem Pipeworks - Part 2a - Bronze 2K | cat none | T4 no rule, category, or keyword matched | stay
  Seifu's PBR Preem Dwarven Pipeworks - HD Models and Textures | cat none | T4 no rule, category, or keyword matched | stay
  Seifu's PREEM Dwarven Pipeworks Redux | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Seifu's Skyrim Rene Vol. I - Resources | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Stony AF Markarth - Dwemer Pipework Reworked 2K | cat #8 "Models and Textures" | T3 keyword [markarth] | stay
  ALT - (B) Markarth's Forge - Parallax | cat #8 "Models and Textures" | T3 keyword [markarth] | stay
  Stony AF Markarth and Dwemer Ruins - Retextures - 2K - 4K - Parallax | cat #8 "Models and Textures" | T3 keyword [markarth] | stay
  Markarth Fixed AF | cat none | T3 keyword [markarth] | stay
  Falkreath Bathhouse | cat none | T3 keyword [falkreath] | stay
  Gonzeh - Shor's Stone Overhaul | cat none | T3 keyword [shor's stone] | stay
  Cities of the North - Dawnstar - Retexture | cat #8 "Models and Textures" | T3 keyword [dawnstar] | stay
  RedBag's Rorikstead - Enhanced | cat none | T3 keyword [rorikstead] | stay
  Rodryk's Dragon Bridge Retexture 2K | cat #8 "Models and Textures" | T3 keyword [dragon bridge] | stay
  Greater Skaal Village | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  EEKs Immersive Whiterun Fixes | cat none | family: follows master [EEKs Immersive Whiterun] | stay
  EEKs Immersive Whiterun Asset Pack | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  EEKs Immersive Whiterun | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  EEKs Beautiful Whiterun | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Orc Strongholds - Largashbur | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Blackthorn 4K - Cleaned Plugin and Upscaled Textures for A Buildable Town in the Rift | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Raven Rock Reborn | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Winterhold Restored | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Racc's College Bridge Overhaul | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Turquaz Floor - Whiterun Mosaic | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  Ivy - Whiterun - Well Overhaul | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  JK's Whiterun Outskirts - Parallax Wall Fix | cat #34 "Patches" | family: follows master [JK's Whiterun Outskirts] | stay
  JK's Whiterun Outskirts | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
  BHKS - JK's Solitude Outskirts Patch - ESL-Flagged | cat #11 "Quests and Adventures" | family: follows master [JK's Solitude Outskirts] | stay
  JK's Solitude Outskirts Patch Collection | cat none | family: follows master [JK's Solitude Outskirts] | stay
  JK's Solitude Outskirts | cat #18 "Cities, Towns, Villages, and Hamlets" | T2 @category rule [Cities, Towns, Villages, and Hamlets] | stay
